Simulation #,Avg Queue Length A,Avg Fuel Wait A,Avg Queue Length B,Avg Fuel Wait B,Clerk Utilization,Pump B Max Queue,Avg Invoice Wait,Pump A Max Queue,Pump B Utilization,Avg Stay Time B,Avg Stay Time A,Avg Invoice Queue Length,Final Queue B,Final Queue A,Final Invoice Queue,Pump A Utilization
217,4.99,21.13,0.11,3.78,22.01,2.00,0.77,16.00,31.47,7.06,26.30,0.14,0.00,0.00,0.00,89.18
218,5.58,24.60,0.30,6.30,21.62,5.00,0.58,18.00,42.74,8.03,25.32,0.12,0.00,0.00,0.00,88.31
219,4.22,17.65,0.16,3.91,21.57,3.00,0.80,18.00,37.56,7.72,21.20,0.15,0.00,0.00,0.00,89.23
220,6.54,28.44,0.27,5.94,19.55,5.00,0.56,23.00,42.79,9.42,31.02,0.13,0.00,0.00,0.00,91.04
221,2.95,14.97,0.18,4.59,20.55,2.00,0.47,12.00,39.04,6.37,17.41,0.08,0.00,0.00,0.00,86.03
222,8.42,34.66,0.39,7.18,19.91,5.00,0.34,19.00,41.72,7.70,36.69,0.08,0.00,0.00,0.00,94.96
223,23.63,93.02,0.22,4.07,19.42,3.00,0.50,48.00,34.26,6.30,98.78,0.11,0.00,0.00,0.00,109.09
224,3.51,17.22,0.17,4.35,23.01,4.00,0.65,17.00,30.76,7.86,20.23,0.13,0.00,0.00,0.00,79.99
225,11.13,54.65,0.38,6.73,19.90,5.00,0.60,32.00,38.61,8.76,50.13,0.13,0.00,0.00,0.00,89.84
226,4.73,19.65,0.16,4.29,20.84,3.00,0.43,16.00,36.95,6.86,23.48,0.12,0.00,0.00,0.00,91.38
227,7.24,28.86,0.50,7.16,23.30,5.00,0.51,21.00,45.23,8.98,32.78,0.12,0.00,0.00,0.00,95.91
228,3.34,15.57,0.53,8.37,21.74,5.00,0.73,14.00,45.81,12.01,19.87,0.15,0.00,0.00,0.00,89.02
229,6.71,31.48,0.25,5.44,17.92,4.00,0.30,21.00,36.42,6.53,34.64,0.06,0.00,0.00,0.00,91.62
230,6.84,26.20,0.21,5.46,25.50,3.00,0.62,22.00,39.24,7.51,31.75,0.14,0.00,0.00,0.00,96.58
231,7.15,32.23,0.25,4.71,23.43,4.00,0.53,28.00,40.12,7.46,30.79,0.15,0.00,0.00,0.00,93.15
232,6.31,26.52,0.11,2.72,19.10,2.00,0.31,16.00,33.25,6.39,30.06,0.07,0.00,0.00,0.00,94.74
233,7.29,30.01,0.39,6.34,24.01,5.00,0.71,24.00,39.55,8.58,33.64,0.16,0.00,0.00,0.00,95.27
234,6.28,26.03,0.27,5.19,18.07,6.00,0.36,17.00,42.26,7.24,28.04,0.09,0.00,0.00,0.00,92.06
235,3.27,15.03,0.24,5.96,21.74,4.00,0.44,14.00,36.05,8.13,19.03,0.10,0.00,0.00,0.00,87.69
236,9.86,37.91,0.34,5.35,22.77,6.00,0.51,30.00,38.45,8.11,40.16,0.11,0.00,0.00,0.00,92.89
237,4.22,20.54,0.31,5.44,20.55,4.00,0.28,14.00,43.19,8.59,24.15,0.07,0.00,0.00,0.00,85.37
238,10.08,46.25,0.30,4.70,20.06,4.00,0.40,33.00,35.03,7.70,48.45,0.10,0.00,0.00,0.00,97.78
239,10.39,44.25,0.32,5.76,20.81,3.00,0.48,31.00,44.01,9.82,49.44,0.09,0.00,0.00,0.00,94.51
240,4.26,17.53,0.21,4.02,21.80,4.00,0.34,14.00,39.12,5.89,22.06,0.07,0.00,0.00,0.00,90.51
241,2.74,13.19,0.52,8.53,19.91,6.00,0.40,11.00,43.15,8.53,17.13,0.08,0.00,0.00,0.00,86.71
242,3.18,15.61,0.19,4.27,19.79,3.00,0.36,12.00,37.70,8.63,18.79,0.08,0.00,0.00,0.00,84.08
243,6.88,29.82,0.28,6.37,21.06,5.00,0.56,22.00,36.42,6.66,32.39,0.10,0.00,0.00,0.00,94.29
244,4.07,16.90,0.27,6.94,18.04,4.00,0.32,17.00,38.42,6.57,21.35,0.06,0.00,0.00,0.00,90.35
245,7.95,33.20,0.07,3.82,19.73,3.00,0.39,23.00,28.23,6.11,38.03,0.08,0.00,0.00,0.00,105.79
246,5.42,21.47,0.17,5.54,20.55,5.00,0.23,19.00,41.46,6.38,24.13,0.06,0.00,0.00,0.00,92.74
247,6.38,27.81,0.33,5.79,20.90,4.00,0.47,29.00,44.02,7.10,31.55,0.12,0.00,0.00,0.00,89.98
248,15.21,62.43,0.26,5.28,20.60,4.00,0.46,34.00,37.84,5.95,65.28,0.08,0.00,0.00,0.00,102.61
249,5.98,23.27,0.14,4.78,21.45,4.00,0.88,21.00,34.22,6.56,28.20,0.18,0.00,0.00,0.00,93.49
250,2.90,13.86,0.35,6.10,21.12,5.00,0.27,15.00,44.26,9.23,16.80,0.06,0.00,0.00,0.00,80.93
251,3.89,16.60,0.51,8.51,22.31,6.00,0.43,15.00,48.99,10.91,20.81,0.10,0.00,0.00,0.00,91.44
252,6.04,25.93,0.37,5.77,22.47,5.00,0.74,24.00,40.59,8.91,28.38,0.13,0.00,0.00,0.00,96.29
253,5.17,23.46,0.31,6.89,19.00,5.00,0.27,19.00,38.52,6.73,24.52,0.06,0.00,0.00,0.00,95.95
254,11.08,44.01,0.30,6.79,19.62,6.00,0.30,25.00,41.93,7.81,50.79,0.10,0.00,0.00,0.00,100.09
255,7.89,34.72,0.17,3.72,23.89,3.00,0.60,25.00,35.79,5.61,36.09,0.11,0.00,0.00,0.00,93.34
256,12.31,52.30,0.36,7.82,23.58,5.00,0.46,31.00,39.85,7.54,54.79,0.11,0.00,0.00,0.00,100.96
257,3.89,20.73,0.32,7.00,15.38,5.00,0.30,18.00,38.07,8.44,21.92,0.06,0.00,0.00,0.00,85.76
258,7.98,37.38,0.39,6.82,20.44,4.00,0.29,23.00,48.44,7.79,42.27,0.06,0.00,0.00,0.00,90.99
259,6.44,27.87,0.23,5.77,23.17,3.00,0.67,20.00,42.43,8.84,32.61,0.15,0.00,0.00,0.00,94.21
260,2.69,13.10,0.21,6.34,18.57,3.00,0.25,12.00,39.57,7.56,15.95,0.06,0.00,0.00,0.00,83.31
261,3.49,18.24,0.18,4.93,17.43,4.00,0.37,15.00,36.93,7.11,21.01,0.06,0.00,0.00,0.00,87.37
262,7.16,33.30,0.17,4.36,18.99,4.00,0.36,22.00,37.53,7.09,38.02,0.07,0.00,0.00,0.00,93.88
263,6.74,30.97,0.48,7.18,22.97,8.00,0.50,25.00,45.61,8.75,32.34,0.12,0.00,0.00,0.00,90.37
264,8.56,38.19,0.19,4.45,21.28,5.00,0.53,30.00,34.01,7.64,40.41,0.12,0.00,0.00,0.00,95.98
265,11.62,50.78,0.18,4.22,19.99,3.00,0.45,29.00,36.90,7.16,51.54,0.10,0.00,0.00,0.00,98.22
266,6.17,29.19,0.63,11.44,17.70,10.00,0.28,19.00,40.39,9.86,30.81,0.05,0.00,0.00,0.00,95.38
267,9.06,36.38,0.12,3.75,22.39,4.00,0.35,33.00,31.09,5.61,40.21,0.07,0.00,0.00,0.00,105.71
268,8.48,31.48,0.37,6.08,21.25,5.00,0.30,20.00,42.38,7.99,36.00,0.07,0.00,0.00,0.00,97.99
269,7.40,33.29,0.20,4.85,20.45,4.00,0.46,18.00,41.94,6.76,39.70,0.08,0.00,0.00,0.00,101.14
270,4.59,21.34,0.62,9.34,23.04,8.00,0.58,15.00,49.67,11.73,27.72,0.14,0.00,0.00,0.00,92.71
271,13.29,54.12,0.15,4.17,20.99,3.00,0.39,34.00,36.79,6.66,59.96,0.08,0.00,0.00,0.00,96.13
272,5.95,27.29,0.23,5.14,22.76,4.00,0.56,19.00,40.86,8.00,27.58,0.12,0.00,0.00,0.00,93.29
273,8.36,36.77,0.20,5.04,18.75,3.00,0.42,22.00,33.15,7.42,43.06,0.08,0.00,0.00,0.00,100.22
274,6.26,27.09,0.14,3.86,21.33,3.00,0.28,23.00,32.15,5.97,33.87,0.07,0.00,0.00,0.00,91.61
275,16.36,68.03,0.21,4.93,20.38,3.00,0.56,35.00,40.58,7.35,63.43,0.12,0.00,0.00,0.00,100.38
276,5.12,23.74,0.16,4.03,19.64,3.00,0.85,20.00,31.91,7.48,28.39,0.16,0.00,0.00,0.00,88.28
277,13.23,50.16,0.52,8.02,21.37,6.00,0.45,36.00,44.71,8.58,58.00,0.09,0.00,0.00,0.00,97.01
278,6.14,29.45,0.28,6.14,20.34,4.00,0.29,18.00,41.81,7.42,30.71,0.06,0.00,0.00,0.00,92.71
279,6.94,30.93,0.36,5.84,24.07,4.00,0.61,20.00,41.60,8.07,35.65,0.11,0.00,0.00,0.00,93.91
280,11.19,48.57,0.41,6.75,23.99,4.00,0.61,25.00,43.65,9.99,51.61,0.14,0.00,0.00,0.00,95.17
281,7.36,29.93,0.39,6.96,23.01,5.00,0.52,20.00,39.33,8.83,33.25,0.10,0.00,0.00,0.00,99.85
282,3.98,19.01,1.00,10.56,19.43,10.00,0.43,13.00,46.89,12.48,22.13,0.09,0.00,0.00,0.00,88.15
283,18.03,73.89,0.54,7.19,21.49,7.00,0.48,43.00,43.02,8.42,80.18,0.12,0.00,0.00,0.00,104.02
284,3.81,18.96,0.16,4.55,16.97,3.00,0.53,16.00,35.22,5.35,22.16,0.10,0.00,0.00,0.00,86.84
285,6.72,29.28,0.52,8.85,23.56,6.00,0.64,23.00,51.52,9.81,32.12,0.14,0.00,0.00,0.00,94.01
286,8.82,36.17,0.23,4.23,21.55,3.00,0.39,23.00,41.15,7.98,38.21,0.10,0.00,0.00,0.00,90.79
287,2.43,12.63,0.17,4.68,18.67,5.00,0.58,13.00,35.93,6.54,15.87,0.13,0.00,0.00,0.00,80.10
288,5.55,24.30,0.40,6.84,22.68,5.00,0.40,17.00,40.22,7.94,28.63,0.11,0.00,0.00,0.00,97.84
289,4.38,20.89,0.35,5.96,20.36,4.00,0.46,15.00,43.03,10.79,23.74,0.10,0.00,0.00,0.00,88.29
290,12.14,46.32,0.30,6.05,20.38,4.00,0.57,27.00,41.94,7.04,48.84,0.12,0.00,0.00,0.00,97.79
291,17.37,65.59,0.43,6.28,24.78,5.00,0.99,36.00,47.12,9.51,69.42,0.24,0.00,0.00,0.00,101.52
292,6.23,27.70,0.38,5.24,17.25,5.00,0.55,22.00,41.36,8.26,30.87,0.10,0.00,0.00,0.00,87.45
293,2.95,14.79,0.15,3.04,20.38,3.00,0.39,14.00,36.32,6.54,16.68,0.08,0.00,0.00,0.00,83.18
294,6.54,27.20,0.19,4.64,17.49,3.00,0.23,20.00,39.13,6.91,28.91,0.05,0.00,0.00,0.00,90.77
295,12.72,50.92,0.28,5.70,20.01,5.00,0.49,35.00,40.89,8.07,53.89,0.11,0.00,0.00,0.00,100.67
296,5.60,23.28,0.24,4.78,23.71,3.00,0.46,21.00,42.73,6.50,27.04,0.09,0.00,0.00,0.00,93.07
297,4.04,17.83,0.27,5.12,17.71,3.00,0.69,14.00,35.06,8.28,20.65,0.13,0.00,0.00,0.00,84.01
298,4.47,22.15,0.34,6.58,18.69,4.00,0.63,20.00,46.95,9.31,25.01,0.13,0.00,0.00,0.00,84.24
299,30.85,130.83,0.21,4.79,20.75,3.00,0.30,69.00,42.13,7.51,131.79,0.09,0.00,0.00,0.00,111.65
300,8.20,35.85,0.33,5.17,23.19,5.00,0.66,22.00,40.25,6.67,38.52,0.13,0.00,0.00,0.00,98.06
Average,7.52,32.48,0.30,5.84,20.69,4.46,0.48,22.79,40.01,7.97,35.60,0.10,0.00,0.00,0.00,92.68
Std Dev,4.92,19.48,0.13,1.67,2.30,1.39,0.17,9.17,4.62,1.41,19.67,0.03,0.00,0.00,0.00,6.58
